feature	motif1	motif2	motif.type	feature_type
RLG00003Zm00001d06998	0	1	motif2	TE
RLG00003Zm00001d06999	0	1	motif2	TE
RLG00003Zm00001d07000	1	0	motif1	TE
RLG00003Zm00001d07001	0	1	motif2	TE
RLG00003Zm00001d07002	0	1	motif2	TE
RLG00003Zm00001d07003	1	1	both	TE
RLG00003Zm00001d07005	0	1	motif2	TE
RLG00003Zm00001d07007	0	1	motif2	TE
RLG00003Zm00001d07008	0	1	motif2	TE
RLG00003Zm00001d07012	0	1	motif2	TE
RLG00003Zm00001d07013	0	1	motif2	TE
RLG00003Zm00001d07014	0	2	motif2	TE
RLG00003Zm00001d07015	0	2	motif2	TE
RLG00003Zm00001d07017	0	1	motif2	TE
RLG00003Zm00001d07018	0	1	motif2	TE
RLG00003Zm00001d07019	0	1	motif2	TE
RLG00003Zm00001d07020	0	1	motif2	TE
RLG00003Zm00001d07021	3	0	motif1	TE
RLG00003Zm00001d07022	0	1	motif2	TE
RLG00003Zm00001d07023	0	1	motif2	TE
RLG00003Zm00001d07025	0	1	motif2	TE
RLG00003Zm00001d07028	1	0	motif1	TE
RLG00003Zm00001d07029	0	1	motif2	TE
RLG00003Zm00001d07030	0	1	motif2	TE
RLG00003Zm00001d07036	0	1	motif2	TE
RLG00003Zm00001d07037	0	1	motif2	TE
RLG00003Zm00001d07042	0	1	motif2	TE
RLG00003Zm00001d07044	0	1	motif2	TE
RLG00003Zm00001d07045	0	1	motif2	TE
RLG00003Zm00001d07046	0	1	motif2	TE
RLG00003Zm00001d07047	0	1	motif2	TE
RLG00003Zm00001d07050	0	1	motif2	TE
RLG00003Zm00001d07051	0	1	motif2	TE
RLG00003Zm00001d07056	0	1	motif2	TE
RLG00003Zm00001d07059	0	1	motif2	TE
RLG00003Zm00001d07061	0	1	motif2	TE
RLG00003Zm00001d07063	0	1	motif2	TE
RLG00003Zm00001d07064	0	1	motif2	TE
RLG00003Zm00001d07065	0	1	motif2	TE
RLG00003Zm00001d07067	0	1	motif2	TE
RLG00003Zm00001d07068	0	1	motif2	TE
RLG00003Zm00001d07071	0	1	motif2	TE
RLG00003Zm00001d07072	0	1	motif2	TE
RLG00003Zm00001d07075	0	2	motif2	TE
RLG00003Zm00001d07080	0	1	motif2	TE
RLG00003Zm00001d07081	0	1	motif2	TE
RLG00003Zm00001d07083	0	1	motif2	TE
RLG00003Zm00001d07085	0	1	motif2	TE
RLG00003Zm00001d07088	0	1	motif2	TE
RLG00003Zm00001d07090	0	1	motif2	TE
RLG00003Zm00001d07093	0	1	motif2	TE
RLG00003Zm00001d07096	0	1	motif2	TE
RLG00003Zm00001d07098	0	1	motif2	TE
RLG00003Zm00001d07100	0	1	motif2	TE
RLG00003Zm00001d07102	0	1	motif2	TE
RLG00003Zm00001d07104	0	1	motif2	TE
RLG00003Zm00001d07109	0	1	motif2	TE
RLG00003Zm00001d07111	0	1	motif2	TE
RLG00003Zm00001d07112	0	2	motif2	TE
RLG00003Zm00001d07113	0	1	motif2	TE
RLG00003Zm00001d07114	0	1	motif2	TE
RLG00003Zm00001d07115	0	1	motif2	TE
RLG00003Zm00001d07118	0	2	motif2	TE
RLG00003Zm00001d07121	0	1	motif2	TE
RLG00003Zm00001d07123	0	1	motif2	TE
RLG00003Zm00001d07128	0	1	motif2	TE
RLG00003Zm00001d07131	0	1	motif2	TE
RLG00003Zm00001d07132	0	1	motif2	TE
RLG00003Zm00001d07133	0	1	motif2	TE
RLG00003Zm00001d07134	0	1	motif2	TE
RLG00003Zm00001d07137	0	1	motif2	TE
RLG00003Zm00001d07138	0	1	motif2	TE
RLG00003Zm00001d07140	0	1	motif2	TE
RLG00003Zm00001d07142	0	1	motif2	TE
RLG00003Zm00001d07143	0	1	motif2	TE
RLG00003Zm00001d07144	0	1	motif2	TE
RLG00003Zm00001d07149	0	1	motif2	TE
RLG00003Zm00001d07150	0	2	motif2	TE
RLG00003Zm00001d07151	0	1	motif2	TE
RLG00003Zm00001d07152	1	0	motif1	TE
RLG00003Zm00001d07154	0	1	motif2	TE
RLG00003Zm00001d07157	1	1	both	TE
RLG00003Zm00001d07159	0	1	motif2	TE
RLG00003Zm00001d07160	0	1	motif2	TE
RLG00003Zm00001d07163	0	1	motif2	TE
RLG00003Zm00001d07166	0	1	motif2	TE
RLG00003Zm00001d07167	0	1	motif2	TE
RLG00003Zm00001d07169	0	1	motif2	TE
RLG00003Zm00001d07170	0	1	motif2	TE
RLG00003Zm00001d07173	0	1	motif2	TE
RLG00003Zm00001d07176	0	1	motif2	TE
RLG00003Zm00001d07177	0	1	motif2	TE
RLG00003Zm00001d07178	0	1	motif2	TE
RLG00003Zm00001d07179	0	1	motif2	TE
RLG00003Zm00001d07182	0	1	motif2	TE
RLG00003Zm00001d07183	0	1	motif2	TE
RLG00003Zm00001d07184	0	1	motif2	TE
RLG00003Zm00001d07187	0	1	motif2	TE
RLG00003Zm00001d07188	0	1	motif2	TE
RLG00003Zm00001d07191	0	1	motif2	TE
RLG00003Zm00001d07194	0	1	motif2	TE
RLG00003Zm00001d07196	0	1	motif2	TE
RLG00003Zm00001d07197	0	1	motif2	TE
RLG00003Zm00001d07201	0	1	motif2	TE
RLG00003Zm00001d07206	0	1	motif2	TE
RLG00003Zm00001d07207	2	0	motif1	TE
RLG00003Zm00001d07213	0	1	motif2	TE
RLG00003Zm00001d07220	0	1	motif2	TE
RLG00003Zm00001d07222	0	1	motif2	TE
RLG00003Zm00001d07227	0	1	motif2	TE
RLG00003Zm00001d07230	0	1	motif2	TE
RLG00003Zm00001d07231	0	1	motif2	TE
RLG00003Zm00001d07232	0	1	motif2	TE
RLG00003Zm00001d07236	0	1	motif2	TE
RLG00003Zm00001d07240	0	1	motif2	TE
RLG00003Zm00001d07241	0	1	motif2	TE
RLG00003Zm00001d07242	0	1	motif2	TE
RLG00003Zm00001d07243	0	1	motif2	TE
RLG00003Zm00001d07245	0	1	motif2	TE
RLG00003Zm00001d07246	0	1	motif2	TE
RLG00003Zm00001d07249	0	2	motif2	TE
RLG00003Zm00001d07250	0	1	motif2	TE
RLG00003Zm00001d07252	1	0	motif1	TE
RLG00003Zm00001d07256	0	1	motif2	TE
RLG00003Zm00001d07257	0	2	motif2	TE
RLG00003Zm00001d07262	0	1	motif2	TE
RLG00003Zm00001d07263	0	1	motif2	TE
RLG00003Zm00001d07265	0	1	motif2	TE
RLG00003Zm00001d07266	1	1	both	TE
RLG00003Zm00001d07271	0	1	motif2	TE
RLG00003Zm00001d07275	0	1	motif2	TE
RLG00003Zm00001d07276	0	1	motif2	TE
RLG00003Zm00001d07278	0	1	motif2	TE
RLG00003Zm00001d07281	0	1	motif2	TE
RLG00003Zm00001d07283	0	1	motif2	TE
RLG00003Zm00001d07285	0	1	motif2	TE
RLG00003Zm00001d07287	0	1	motif2	TE
RLG00003Zm00001d07289	0	1	motif2	TE
RLG00003Zm00001d07292	1	1	both	TE
RLG00003Zm00001d07293	0	1	motif2	TE
RLG00003Zm00001d07294	0	1	motif2	TE
RLG00003Zm00001d07295	0	1	motif2	TE
RLG00003Zm00001d07299	0	1	motif2	TE
RLG00003Zm00001d07300	0	1	motif2	TE
RLG00003Zm00001d07301	0	1	motif2	TE
RLG00003Zm00001d07306	0	1	motif2	TE
RLG00003Zm00001d07308	0	1	motif2	TE
RLG00003Zm00001d07310	0	1	motif2	TE
RLG00003Zm00001d07312	0	1	motif2	TE
RLG00003Zm00001d07314	1	0	motif1	TE
RLG00003Zm00001d07315	0	1	motif2	TE
RLG00003Zm00001d07322	0	1	motif2	TE
RLG00003Zm00001d07323	0	1	motif2	TE
RLG00003Zm00001d07325	0	1	motif2	TE
RLG00003Zm00001d07326	0	1	motif2	TE
RLG00003Zm00001d07327	0	1	motif2	TE
RLG00003Zm00001d07328	0	1	motif2	TE
RLG00003Zm00001d07330	0	1	motif2	TE
RLG00003Zm00001d07331	0	1	motif2	TE
RLG00003Zm00001d07334	0	1	motif2	TE
RLG00003Zm00001d07337	0	1	motif2	TE
RLG00003Zm00001d07338	0	1	motif2	TE
RLG00003Zm00001d07339	0	1	motif2	TE
RLG00003Zm00001d07340	0	1	motif2	TE
RLG00003Zm00001d07342	0	1	motif2	TE
RLG00003Zm00001d07343	0	1	motif2	TE
RLG00003Zm00001d07345	0	1	motif2	TE
RLG00003Zm00001d07352	0	1	motif2	TE
RLG00003Zm00001d07354	0	1	motif2	TE
RLG00003Zm00001d07357	0	1	motif2	TE
RLG00003Zm00001d07359	0	1	motif2	TE
RLG00003Zm00001d07361	0	1	motif2	TE
RLG00003Zm00001d07362	0	1	motif2	TE
RLG00003Zm00001d07365	0	1	motif2	TE
RLG00003Zm00001d07368	1	0	motif1	TE
RLG00003Zm00001d07369	0	1	motif2	TE
RLG00003Zm00001d07370	0	1	motif2	TE
RLG00003Zm00001d07372	0	1	motif2	TE
RLG00003Zm00001d07373	0	1	motif2	TE
RLG00003Zm00001d07376	0	1	motif2	TE
RLG00003Zm00001d07377	0	1	motif2	TE
RLG00003Zm00001d07378	0	1	motif2	TE
RLG00003Zm00001d07379	0	1	motif2	TE
RLG00003Zm00001d07384	0	1	motif2	TE
RLG00003Zm00001d07387	0	1	motif2	TE
RLG00003Zm00001d07388	0	1	motif2	TE
RLG00003Zm00001d07389	0	1	motif2	TE
RLG00003Zm00001d07390	0	2	motif2	TE
RLG00003Zm00001d07391	0	1	motif2	TE
RLG00003Zm00001d07392	0	1	motif2	TE
RLG00003Zm00001d07399	0	1	motif2	TE
RLG00003Zm00001d07402	0	1	motif2	TE
RLG00003Zm00001d07404	0	1	motif2	TE
RLG00003Zm00001d07406	0	1	motif2	TE
RLG00003Zm00001d07412	0	1	motif2	TE
RLG00003Zm00001d07415	0	1	motif2	TE
RLG00003Zm00001d07417	0	1	motif2	TE
RLG00003Zm00001d07418	0	1	motif2	TE
RLG00003Zm00001d07419	0	1	motif2	TE
RLG00003Zm00001d07420	0	1	motif2	TE
RLG00003Zm00001d07422	0	1	motif2	TE
RLG00003Zm00001d07423	0	1	motif2	TE
RLG00003Zm00001d07424	0	1	motif2	TE
RLG00003Zm00001d07425	1	0	motif1	TE
RLG00003Zm00001d07426	0	1	motif2	TE
RLG00003Zm00001d07440	0	1	motif2	TE
RLG00003Zm00001d07444	0	1	motif2	TE
RLG00003Zm00001d07445	0	1	motif2	TE
RLG00003Zm00001d07448	0	1	motif2	TE
RLG00003Zm00001d07451	0	1	motif2	TE
RLG00003Zm00001d07456	0	1	motif2	TE
RLG00003Zm00001d07463	0	1	motif2	TE
RLG00003Zm00001d07465	0	1	motif2	TE
RLG00003Zm00001d07467	0	1	motif2	TE
RLG00003Zm00001d07469	0	1	motif2	TE
RLG00003Zm00001d07474	0	1	motif2	TE
RLG00003Zm00001d07475	1	1	both	TE
RLG00003Zm00001d07476	0	1	motif2	TE
RLG00003Zm00001d07478	0	1	motif2	TE
RLG00003Zm00001d07481	0	1	motif2	TE
RLG00003Zm00001d07482	0	1	motif2	TE
RLG00003Zm00001d07483	0	1	motif2	TE
RLG00003Zm00001d07484	0	1	motif2	TE
RLG00003Zm00001d07485	0	1	motif2	TE
RLG00003Zm00001d07487	0	1	motif2	TE
RLG00003Zm00001d07490	0	1	motif2	TE
RLG00003Zm00001d07492	0	1	motif2	TE
RLG00003Zm00001d07500	0	1	motif2	TE
RLG00003Zm00001d07503	0	1	motif2	TE
RLG00003Zm00001d07504	0	1	motif2	TE
RLG00003Zm00001d07506	0	1	motif2	TE
RLG00003Zm00001d07508	0	1	motif2	TE
RLG00003Zm00001d07509	0	1	motif2	TE
RLG00003Zm00001d07511	0	1	motif2	TE
RLG00003Zm00001d07512	0	1	motif2	TE
RLG00003Zm00001d07517	1	1	both	TE
RLG00003Zm00001d07518	0	1	motif2	TE
RLG00003Zm00001d07519	0	1	motif2	TE
RLG00003Zm00001d07523	0	1	motif2	TE
RLG00003Zm00001d07525	0	1	motif2	TE
RLG00003Zm00001d07526	0	1	motif2	TE
RLG00003Zm00001d07531	0	1	motif2	TE
RLG00003Zm00001d07532	0	1	motif2	TE
RLG00003Zm00001d07545	0	1	motif2	TE
RLG00003Zm00001d07548	0	1	motif2	TE
RLG00003Zm00001d07551	0	1	motif2	TE
RLG00003Zm00001d07552	0	2	motif2	TE
RLG00003Zm00001d07556	0	1	motif2	TE
RLG00003Zm00001d07557	0	1	motif2	TE
RLG00003Zm00001d07558	0	1	motif2	TE
RLG00003Zm00001d07566	0	1	motif2	TE
RLG00003Zm00001d07567	0	1	motif2	TE
RLG00003Zm00001d07570	0	1	motif2	TE
RLG00003Zm00001d07571	0	1	motif2	TE
RLG00003Zm00001d07572	0	1	motif2	TE
RLG00003Zm00001d07575	0	1	motif2	TE
RLG00003Zm00001d07577	0	1	motif2	TE
RLG00003Zm00001d07578	0	1	motif2	TE
RLG00003Zm00001d07584	0	1	motif2	TE
RLG00003Zm00001d07586	0	1	motif2	TE
RLG00003Zm00001d07587	0	1	motif2	TE
RLG00003Zm00001d07588	0	1	motif2	TE
RLG00003Zm00001d07589	0	1	motif2	TE
RLG00003Zm00001d07593	0	1	motif2	TE
RLG00003Zm00001d07595	0	1	motif2	TE
RLG00003Zm00001d07596	0	1	motif2	TE
RLG00003Zm00001d07599	0	1	motif2	TE
RLG00003Zm00001d07601	0	1	motif2	TE
RLG00003Zm00001d07604	0	1	motif2	TE
RLG00003Zm00001d07607	0	1	motif2	TE
RLG00003Zm00001d07610	0	2	motif2	TE
RLG00003Zm00001d07611	0	1	motif2	TE
RLG00003Zm00001d07612	0	1	motif2	TE
RLG00003Zm00001d07617	0	1	motif2	TE
RLG00003Zm00001d07618	0	1	motif2	TE
RLG00003Zm00001d07622	0	1	motif2	TE
RLG00003Zm00001d07623	0	1	motif2	TE
RLG00003Zm00001d07625	0	1	motif2	TE
RLG00003Zm00001d07628	0	2	motif2	TE
RLG00003Zm00001d07630	0	1	motif2	TE
RLG00003Zm00001d07634	0	1	motif2	TE
RLG00003Zm00001d07636	0	1	motif2	TE
RLG00003Zm00001d07637	0	1	motif2	TE
RLG00003Zm00001d07638	0	1	motif2	TE
RLG00003Zm00001d07639	0	1	motif2	TE
RLG00003Zm00001d07640	0	1	motif2	TE
RLG00003Zm00001d07642	0	1	motif2	TE
RLG00003Zm00001d07644	0	1	motif2	TE
RLG00003Zm00001d07646	0	1	motif2	TE
RLG00003Zm00001d07649	0	1	motif2	TE
RLG00003Zm00001d07652	0	1	motif2	TE
RLG00003Zm00001d07653	0	1	motif2	TE
RLG00003Zm00001d07654	0	1	motif2	TE
RLG00003Zm00001d07655	0	1	motif2	TE
RLG00003Zm00001d07658	0	1	motif2	TE
RLG00003Zm00001d07661	0	1	motif2	TE
RLG00003Zm00001d07664	0	2	motif2	TE
RLG00003Zm00001d07666	0	1	motif2	TE
RLG00003Zm00001d07668	0	1	motif2	TE
RLG00003Zm00001d07670	0	1	motif2	TE
RLG00003Zm00001d07673	0	1	motif2	TE
RLG00003Zm00001d07674	0	1	motif2	TE
RLG00003Zm00001d07676	0	1	motif2	TE
RLG00003Zm00001d07678	0	1	motif2	TE
RLG00003Zm00001d07681	0	1	motif2	TE
RLG00003Zm00001d07686	0	1	motif2	TE
RLG00003Zm00001d07688	1	1	both	TE
RLG00003Zm00001d07690	0	1	motif2	TE
RLG00003Zm00001d07692	0	1	motif2	TE
RLG00003Zm00001d07693	0	1	motif2	TE
RLG00003Zm00001d07695	0	1	motif2	TE
RLG00003Zm00001d07697	0	1	motif2	TE
RLG00003Zm00001d07698	0	1	motif2	TE
RLG00003Zm00001d07701	0	1	motif2	TE
RLG00003Zm00001d07703	0	1	motif2	TE
RLG00003Zm00001d07705	0	1	motif2	TE
RLG00003Zm00001d07709	0	1	motif2	TE
RLG00003Zm00001d07711	0	1	motif2	TE
RLG00003Zm00001d07712	0	1	motif2	TE
RLG00003Zm00001d07713	0	1	motif2	TE
RLG00003Zm00001d07714	0	1	motif2	TE
RLG00003Zm00001d07719	0	1	motif2	TE
RLG00003Zm00001d07720	0	1	motif2	TE
RLG00003Zm00001d07721	2	0	motif1	TE
RLG00003Zm00001d07723	0	1	motif2	TE
RLG00003Zm00001d07728	0	1	motif2	TE
RLG00003Zm00001d07730	0	1	motif2	TE
RLG00003Zm00001d07731	0	1	motif2	TE
RLG00003Zm00001d07732	0	1	motif2	TE
RLG00003Zm00001d07734	0	1	motif2	TE
RLG00003Zm00001d07735	0	1	motif2	TE
RLG00003Zm00001d07737	0	1	motif2	TE
RLG00003Zm00001d07750	0	1	motif2	TE
RLG00003Zm00001d07753	2	1	both	TE
RLG00003Zm00001d07754	0	1	motif2	TE
RLG00003Zm00001d07756	0	1	motif2	TE
RLG00003Zm00001d07762	0	1	motif2	TE
RLG00003Zm00001d07765	0	1	motif2	TE
RLG00003Zm00001d07766	0	1	motif2	TE
RLG00003Zm00001d07767	0	1	motif2	TE
RLG00003Zm00001d07768	0	1	motif2	TE
RLG00003Zm00001d07770	0	1	motif2	TE
RLG00003Zm00001d07771	0	2	motif2	TE
RLG00003Zm00001d07772	0	1	motif2	TE
RLG00003Zm00001d07773	0	1	motif2	TE
RLG00003Zm00001d07775	0	1	motif2	TE
RLG00003Zm00001d07776	0	1	motif2	TE
RLG00003Zm00001d07780	0	1	motif2	TE
RLG00003Zm00001d07781	0	1	motif2	TE
RLG00003Zm00001d07782	0	1	motif2	TE
RLG00003Zm00001d07783	1	0	motif1	TE
RLG00003Zm00001d07785	0	1	motif2	TE
RLG00003Zm00001d07786	0	1	motif2	TE
RLG00003Zm00001d07787	0	1	motif2	TE
RLG00003Zm00001d07788	0	1	motif2	TE
RLG00003Zm00001d07789	0	1	motif2	TE
RLG00003Zm00001d07790	0	1	motif2	TE
RLG00003Zm00001d07794	0	1	motif2	TE
RLG00003Zm00001d07796	1	0	motif1	TE
RLG00003Zm00001d07798	0	1	motif2	TE
RLG00003Zm00001d07800	0	1	motif2	TE
RLG00003Zm00001d07801	1	1	both	TE
RLG00003Zm00001d07802	0	1	motif2	TE
RLG00003Zm00001d07803	0	1	motif2	TE
RLG00003Zm00001d07804	0	1	motif2	TE
RLG00003Zm00001d07806	0	1	motif2	TE
RLG00003Zm00001d07807	0	1	motif2	TE
RLG00003Zm00001d07810	0	1	motif2	TE
RLG00003Zm00001d07812	0	1	motif2	TE
RLG00003Zm00001d07815	0	1	motif2	TE
RLG00003Zm00001d07817	0	1	motif2	TE
RLG00003Zm00001d07818	0	1	motif2	TE
RLG00003Zm00001d07821	0	1	motif2	TE
RLG00003Zm00001d07822	0	1	motif2	TE
RLG00003Zm00001d07826	0	1	motif2	TE
RLG00003Zm00001d07830	0	1	motif2	TE
RLG00003Zm00001d07832	0	1	motif2	TE
RLG00003Zm00001d07833	0	3	motif2	TE
RLG00003Zm00001d07836	0	1	motif2	TE
RLG00003Zm00001d07839	0	1	motif2	TE
RLG00003Zm00001d07840	0	1	motif2	TE
RLG00003Zm00001d07841	1	0	motif1	TE
RLG00003Zm00001d07843	0	1	motif2	TE
RLG00003Zm00001d07847	0	1	motif2	TE
RLG00003Zm00001d07848	0	1	motif2	TE
RLG00003Zm00001d07856	0	1	motif2	TE
RLG00003Zm00001d07858	0	2	motif2	TE
RLG00003Zm00001d07859	0	2	motif2	TE
RLG00003Zm00001d07860	0	2	motif2	TE
RLG00003Zm00001d07862	0	1	motif2	TE
RLG00003Zm00001d07864	0	1	motif2	TE
RLG00003Zm00001d07870	0	1	motif2	TE
RLG00003Zm00001d07872	0	1	motif2	TE
RLG00003Zm00001d07874	0	1	motif2	TE
RLG00003Zm00001d07875	0	1	motif2	TE
RLG00003Zm00001d07877	0	1	motif2	TE
RLG00003Zm00001d07878	0	1	motif2	TE
RLG00003Zm00001d07880	0	1	motif2	TE
RLG00003Zm00001d07881	0	1	motif2	TE
RLG00003Zm00001d07884	0	1	motif2	TE
RLG00003Zm00001d07889	0	1	motif2	TE
RLG00003Zm00001d07897	0	2	motif2	TE
RLG00003Zm00001d07899	0	1	motif2	TE
RLG00003Zm00001d07902	0	1	motif2	TE
RLG00003Zm00001d07903	0	1	motif2	TE
RLG00003Zm00001d07906	0	1	motif2	TE
RLG00003Zm00001d07907	0	1	motif2	TE
RLG00003Zm00001d07914	0	1	motif2	TE
RLG00003Zm00001d07915	0	1	motif2	TE
RLG00003Zm00001d07920	0	1	motif2	TE
RLG00003Zm00001d07922	0	1	motif2	TE
RLG00003Zm00001d07925	0	1	motif2	TE
RLG00003Zm00001d07926	0	1	motif2	TE
RLG00003Zm00001d07929	1	0	motif1	TE
RLG00003Zm00001d07931	0	1	motif2	TE
RLG00003Zm00001d07935	0	1	motif2	TE
RLG00003Zm00001d07936	0	1	motif2	TE
RLG00003Zm00001d07938	0	1	motif2	TE
RLG00003Zm00001d07940	0	1	motif2	TE
RLG00003Zm00001d07941	0	1	motif2	TE
RLG00003Zm00001d07944	0	1	motif2	TE
RLG00003Zm00001d07945	0	1	motif2	TE
RLG00003Zm00001d07946	0	1	motif2	TE
RLG00003Zm00001d07947	0	1	motif2	TE
RLG00003Zm00001d07950	0	1	motif2	TE
RLG00003Zm00001d07951	0	1	motif2	TE
RLG00003Zm00001d07957	0	1	motif2	TE
RLG00003Zm00001d07960	0	1	motif2	TE
RLG00003Zm00001d07961	0	1	motif2	TE
RLG00003Zm00001d07962	0	1	motif2	TE
RLG00003Zm00001d07963	0	1	motif2	TE
RLG00003Zm00001d07965	0	1	motif2	TE
RLG00003Zm00001d07974	0	1	motif2	TE
RLG00003Zm00001d07976	0	1	motif2	TE
RLG00003Zm00001d07987	0	1	motif2	TE
RLG00003Zm00001d07995	0	1	motif2	TE
RLG00003Zm00001d07997	0	1	motif2	TE
RLG00003Zm00001d08006	0	1	motif2	TE
RLG00003Zm00001d08007	0	1	motif2	TE
RLG00003Zm00001d08009	0	1	motif2	TE
RLG00003Zm00001d08010	0	1	motif2	TE
RLG00003Zm00001d08011	1	0	motif1	TE
RLG00003Zm00001d08012	0	1	motif2	TE
RLG00003Zm00001d08016	0	1	motif2	TE
RLG00003Zm00001d08020	0	1	motif2	TE
RLG00003Zm00001d08021	0	1	motif2	TE
RLG00003Zm00001d08024	0	1	motif2	TE
RLG00003Zm00001d08025	1	0	motif1	TE
RLG00003Zm00001d08026	1	0	motif1	TE
RLG00003Zm00001d08027	0	1	motif2	TE
RLG00003Zm00001d08028	0	1	motif2	TE
RLG00003Zm00001d08032	0	2	motif2	TE
RLG00003Zm00001d08035	0	1	motif2	TE
RLG00003Zm00001d08036	0	1	motif2	TE
RLG00003Zm00001d08037	0	1	motif2	TE
RLG00003Zm00001d08038	0	1	motif2	TE
RLG00003Zm00001d08043	0	1	motif2	TE
RLG00003Zm00001d08044	0	1	motif2	TE
RLG00003Zm00001d08047	0	1	motif2	TE
RLG00003Zm00001d08051	0	1	motif2	TE
RLG00003Zm00001d08053	0	1	motif2	TE
RLG00003Zm00001d08055	0	1	motif2	TE
RLG00003Zm00001d08057	0	1	motif2	TE
RLG00003Zm00001d08060	0	2	motif2	TE
RLG00003Zm00001d08062	0	1	motif2	TE
RLG00003Zm00001d08063	1	0	motif1	TE
RLG00003Zm00001d08064	0	1	motif2	TE
RLG00003Zm00001d08065	0	1	motif2	TE
RLG00003Zm00001d08068	0	1	motif2	TE
RLG00003Zm00001d08076	0	1	motif2	TE
RLG00003Zm00001d08079	0	1	motif2	TE
RLG00003Zm00001d08081	0	1	motif2	TE
RLG00003Zm00001d08085	0	1	motif2	TE
RLG00003Zm00001d08086	0	1	motif2	TE
RLG00003Zm00001d08087	1	0	motif1	TE
RLG00003Zm00001d08088	0	1	motif2	TE
RLG00003Zm00001d08090	0	1	motif2	TE
RLG00003Zm00001d08095	0	2	motif2	TE
RLG00003Zm00001d08096	0	1	motif2	TE
RLG00003Zm00001d08098	0	1	motif2	TE
RLG00003Zm00001d08099	1	0	motif1	TE
RLG00003Zm00001d08102	0	1	motif2	TE
RLG00003Zm00001d08104	0	1	motif2	TE
RLG00003Zm00001d08105	0	1	motif2	TE
RLG00003Zm00001d08108	0	1	motif2	TE
RLG00003Zm00001d08109	0	1	motif2	TE
RLG00003Zm00001d08111	0	1	motif2	TE
RLG00003Zm00001d08113	0	1	motif2	TE
RLG00003Zm00001d08116	0	1	motif2	TE
RLG00003Zm00001d08121	0	1	motif2	TE
RLG00003Zm00001d08122	0	1	motif2	TE
RLG00003Zm00001d08123	0	2	motif2	TE
RLG00003Zm00001d08124	0	1	motif2	TE
RLG00003Zm00001d08125	0	1	motif2	TE
RLG00003Zm00001d08129	0	1	motif2	TE
RLG00003Zm00001d08135	0	1	motif2	TE
RLG00003Zm00001d08136	1	1	both	TE
RLG00003Zm00001d08140	0	1	motif2	TE
RLG00003Zm00001d08145	0	1	motif2	TE
RLG00003Zm00001d08146	0	1	motif2	TE
RLG00003Zm00001d08149	0	1	motif2	TE
RLG00003Zm00001d08150	0	1	motif2	TE
RLG00003Zm00001d08156	0	1	motif2	TE
RLG00003Zm00001d08157	2	1	both	TE
RLG00003Zm00001d08162	0	1	motif2	TE
RLG00003Zm00001d08166	0	1	motif2	TE
RLG00003Zm00001d08167	1	0	motif1	TE
RLG00003Zm00001d08176	0	1	motif2	TE
RLG00003Zm00001d08178	0	1	motif2	TE
RLG00003Zm00001d08185	0	1	motif2	TE
RLG00003Zm00001d08186	0	1	motif2	TE
RLG00003Zm00001d08188	0	1	motif2	TE
RLG00003Zm00001d08189	0	1	motif2	TE
RLG00003Zm00001d08192	0	1	motif2	TE
RLG00003Zm00001d08193	0	1	motif2	TE
RLG00003Zm00001d08195	0	1	motif2	TE
RLG00003Zm00001d08196	0	1	motif2	TE
RLG00003Zm00001d08199	0	1	motif2	TE
RLG00003Zm00001d08201	1	0	motif1	TE
RLG00003Zm00001d08202	0	1	motif2	TE
RLG00003Zm00001d08204	0	1	motif2	TE
RLG00003Zm00001d08205	0	1	motif2	TE
RLG00003Zm00001d08206	0	1	motif2	TE
RLG00003Zm00001d08207	0	1	motif2	TE
RLG00003Zm00001d08210	0	1	motif2	TE
RLG00003Zm00001d08211	0	1	motif2	TE
RLG00003Zm00001d08212	1	0	motif1	TE
RLG00003Zm00001d08213	0	1	motif2	TE
RLG00003Zm00001d08215	0	1	motif2	TE
RLG00003Zm00001d08218	0	1	motif2	TE
RLG00003Zm00001d08222	0	1	motif2	TE
RLG00003Zm00001d08223	0	1	motif2	TE
RLG00003Zm00001d08224	0	1	motif2	TE
RLG00003Zm00001d08225	0	1	motif2	TE
RLG00003Zm00001d08228	0	1	motif2	TE
RLG00003Zm00001d08230	0	1	motif2	TE
RLG00003Zm00001d08231	0	1	motif2	TE
RLG00003Zm00001d08237	0	1	motif2	TE
RLG00003Zm00001d08240	0	1	motif2	TE
RLG00003Zm00001d08243	0	1	motif2	TE
RLG00003Zm00001d08244	0	1	motif2	TE
RLG00003Zm00001d08247	0	1	motif2	TE
RLG00003Zm00001d08248	0	1	motif2	TE
RLG00003Zm00001d08251	0	1	motif2	TE
RLG00003Zm00001d08256	0	1	motif2	TE
RLG00003Zm00001d08258	1	0	motif1	TE
RLG00003Zm00001d08261	0	2	motif2	TE
RLG00003Zm00001d08262	0	1	motif2	TE
RLG00003Zm00001d08266	1	0	motif1	TE
RLG00003Zm00001d08267	0	1	motif2	TE
RLG00003Zm00001d08269	0	1	motif2	TE
RLG00003Zm00001d08270	0	1	motif2	TE
RLG00003Zm00001d08271	1	0	motif1	TE
RLG00003Zm00001d08272	0	1	motif2	TE
RLG00003Zm00001d08276	0	1	motif2	TE
RLG00003Zm00001d08278	0	1	motif2	TE
RLG00003Zm00001d08279	0	1	motif2	TE
RLG00003Zm00001d08290	0	1	motif2	TE
RLG00003Zm00001d08291	0	1	motif2	TE
RLG00003Zm00001d08293	0	1	motif2	TE
